SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,711 Central Ave,San Francisco,CA,94117,1195000,3,1.5,San Francisco,,1856,,3,,300,Active,,,http://www.redfin.com/CA/San-Francisco/711-Central-Ave-94117/home/1705795,San Francisco MLS,421580490,N,Y,37.776197,-122.445057
MLS Listing,,Single Family Residential,54 Uranus Ter,San Francisco,CA,94114,2995000,3,2.5,San Francisco,2111,2317,1924,3,1419,,Active,,,http://www.redfin.com/CA/San-Francisco/54-Uranus-Ter-94114/home/672206,San Francisco MLS,421586680,N,Y,37.7611077,-122.445806
MLS Listing,,Single Family Residential,22 Modoc Ave,San Francisco,CA,94112,998000,2,1.5,San Francisco,1214,2687,,3,822,,Active,,,http://www.redfin.com/CA/San-Francisco/22-Modoc-Ave-94112/home/827951,San Francisco MLS,421586719,N,Y,37.7152065,-122.4490682
MLS Listing,,Condo/Co-op,83 Mcallister St #508,San Francisco,CA,94102,685000,2,1.0,San Francisco,,7498,2007,3,,522,Active,,,http://www.redfin.com/CA/San-Francisco/83-McAllister-St-94102/unit-508/home/23423720,San Francisco MLS,421586595,N,Y,37.7806658,-122.413234
MLS Listing,,Single Family Residential,335 Congo St,San Francisco,CA,94131,1249000,2,1.0,San Francisco,1075,2495,1927,3,1162,,Active,,,http://www.redfin.com/CA/San-Francisco/335-Congo-St-94131/home/691235,San Francisco MLS,421586082,N,Y,37.7321001,-122.4422783
MLS Listing,,Condo/Co-op,2179 Ofarrell St,San Francisco,CA,94115,1399000,3,2.5,San Francisco,,,,3,,200,Active,,,http://www.redfin.com/CA/San-Francisco/2179-O-Farrell-St-94115/home/176159690,San Francisco MLS,421578782,N,Y,37.7821665,-122.4405471
MLS Listing,,Condo/Co-op,2177 Ofarrell St,San Francisco,CA,94115,1549000,3,2.5,San Francisco,,,,3,,225,Active,,,http://www.redfin.com/CA/San-Francisco/2177-O-Farrell-St-94115/home/1452061,San Francisco MLS,421578778,N,Y,37.7821004,-122.4405383
MLS Listing,,Single Family Residential,56 Morningside Dr,San Francisco,CA,94132,1795000,4,2.5,San Francisco,2249,3184,1951,3,798,,Active,,,http://www.redfin.com/CA/San-Francisco/56-Morningside-Dr-94132/home/1689128,San Francisco MLS,421563380,N,Y,37.7327992,-122.4921193
MLS Listing,,Condo/Co-op,765 Market St Unit 34A,San Francisco,CA,94103,9900000,4,4.5,San Francisco,4550,,,3,2176,3939,Active,,,http://www.redfin.com/CA/San-Francisco/765-Market-St-94103/unit-34A/home/1537008,San Francisco MLS,421587017,N,Y,37.786097,-122.4041629
MLS Listing,,Condo/Co-op,29 Medau Pl,San Francisco,CA,94133,775000,1,1.0,San Francisco,750,11021,1908,3,1033,450,Active,,,http://www.redfin.com/CA/San-Francisco/29-Medau-Pl-94133/home/2020641,San Francisco MLS,421586862,N,Y,37.8018218,-122.4083417
MLS Listing,,Condo/Co-op,1750 Taylor St #1401,San Francisco,CA,94133,7995000,2,2.5,San Francisco,3640,,1961,4,2196,4490,Active,,,http://www.redfin.com/CA/San-Francisco/1750-Taylor-St-94133/unit-1401/home/12400389,San Francisco MLS,421585752,N,Y,37.7986997,-122.4137602
MLS Listing,,Condo/Co-op,1180 Eddy St Unit B,San Francisco,CA,94109,849999,2,2.0,San Francisco,816,2575,1992,4,1042,398,Active,August-24-2021 11:00 AM,August-24-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/1180-Eddy-St-94109/unit-B/home/1926432,San Francisco MLS,421586991,N,Y,37.7822647,-122.4270935
MLS Listing,,Condo/Co-op,246 2nd St #706,San Francisco,CA,94105,1195000,2,2.0,San Francisco,1101,12933,2000,4,1085,692,Active,August-25-2021 12:00 PM,August-25-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/246-2nd-St-94105/unit-706/home/849606,San Francisco MLS,421586864,N,Y,37.7858817,-122.3974144
MLS Listing,,Single Family Residential,2511 42nd Ave,SAN FRANCISCO,CA,94116,1500000,3,2.0,SAN FRANCISCO,1500,2060,1948,4,1000,,Active,,,http://www.redfin.com/CA/San-Francisco/2511-42nd-Ave-94116/home/934156,MLSListings,ML81859244,N,Y,37.7398217,-122.5004121
MLS Listing,,Condo/Co-op,1945 Washington St #204,San Francisco,CA,94109,1295000,2,2.0,San Francisco,937,17557,1987,4,1382,616,Active,,,http://www.redfin.com/CA/San-Francisco/1945-Washington-St-94109/unit-204/home/1153418,San Francisco MLS,421585984,N,Y,37.7925414,-122.4254555
MLS Listing,,Condo/Co-op,53 Wilder St #204,San Francisco,CA,94131,1195000,2,2.0,San Francisco,1301,15674,2006,4,919,730,Active,,,http://www.redfin.com/CA/San-Francisco/53-Wilder-St-94131/unit-204/home/17304563,San Francisco MLS,421586591,N,Y,37.7339289,-122.4334952
MLS Listing,,Single Family Residential,228 Ewing Ter,San Francisco,CA,94118,1200000,2,1.0,San Francisco,1250,2119,1940,4,960,,Active,,,http://www.redfin.com/CA/San-Francisco/228-Ewing-Ter-94118/home/2015837,San Francisco MLS,421586926,N,Y,37.7801629,-122.4491941
MLS Listing,,Condo/Co-op,3653 Buchanan St #1,SAN FRANCISCO,CA,94123,1688000,3,2.0,SAN FRANCISCO,1678,,2006,4,1006,350,Active,,,http://www.redfin.com/CA/San-Francisco/3653-Buchanan-St-94123/unit-1/home/12402116,MLSListings,ML81859214,N,Y,37.8037387,-122.4337406
MLS Listing,,Condo/Co-op,946 De Haro St Unit A,San Francisco,CA,94107,1330000,3,2.0,San Francisco,1834,2500,1906,4,725,400,Active,August-24-2021 02:00 PM,August-24-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/946-De-Haro-St-94107/unit-A/home/176157166,San Francisco MLS,421586905,N,Y,37.757994,-122.4011759
MLS Listing,,Condo/Co-op,1200 Gough St Unit 13C,San Francisco,CA,94109,960000,1,1.0,San Francisco,840,44676,1966,4,1143,831,Active,August-24-2021 09:00 AM,August-24-2021 10:30 AM,http://www.redfin.com/CA/San-Francisco/1200-Gough-St-94109/unit-13C/home/1260518,San Francisco MLS,421579203,N,Y,37.7849434,-122.4242824
MLS Listing,,Condo/Co-op,77 Van Ness Ave #604,San Francisco,CA,94102,899000,1,1.0,San Francisco,847,13040,2009,4,1061,460,Active,,,http://www.redfin.com/CA/San-Francisco/77-Van-Ness-Ave-94102/unit-604/home/40138550,San Francisco MLS,421586445,N,Y,37.7760549,-122.4199372
MLS Listing,,Condo/Co-op,675 Cole St #8,San Francisco,CA,94117,695000,1,1.0,San Francisco,,4238,1961,4,,336,Active,,,http://www.redfin.com/CA/San-Francisco/675-Cole-St-94117/unit-8/home/176156800,San Francisco MLS,421586807,N,Y,37.76874,-122.4508046
MLS Listing,,Single Family Residential,225 Locust St,San Francisco,CA,94118,7500000,6,6.5,San Francisco,4737,2777,1929,4,1583,,Active,,,http://www.redfin.com/CA/San-Francisco/225-Locust-St-94118/home/962112,San Francisco MLS,421586805,N,Y,37.7888764,-122.4524076
MLS Listing,,Single Family Residential,106 Collins St,San Francisco,CA,94118,2895000,3,2.0,San Francisco,2141,3955,1950,4,1352,,Active,August-25-2021 05:30 PM,August-25-2021 07:30 PM,http://www.redfin.com/CA/San-Francisco/106-Collins-St-94118/home/1659713,San Francisco MLS,421586793,N,Y,37.7841556,-122.4499749
MLS Listing,,Single Family Residential,520 Noriega St,San Francisco,CA,94122,1995000,4,2.0,San Francisco,,2578,,4,,,Active,August-24-2021 01:00 PM,August-24-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/520-Noriega-St-94122/home/2010663,San Francisco MLS,421585820,N,Y,37.7554978,-122.4694351
MLS Listing,,Single Family Residential,1670 Newcomb Ave,San Francisco,CA,94124,850000,2,1.0,San Francisco,1041,2495,1936,4,817,,Active,,,http://www.redfin.com/CA/San-Francisco/1670-Newcomb-Ave-94124/home/1293140,San Francisco MLS,421586782,N,Y,37.7362345,-122.3909912
MLS Listing,,Condo/Co-op,2701 Van Ness Ave #211,SAN FRANCISCO,CA,94109,849000,1,1.0,SAN FRANCISCO,768,,1929,4,1105,606,Active,August-24-2021 10:30 AM,August-24-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/2701-Van-Ness-Ave-94109/unit-211/home/2003082,MLSListings,ML81859164,N,Y,37.800573,-122.424849
MLS Listing,,Condo/Co-op,1945 Hyde St #2,San Francisco,CA,94109,3800000,2,2.0,San Francisco,,6686,1920,4,,1382,Active,,,http://www.redfin.com/CA/San-Francisco/1945-Hyde-St-94109/unit-2/home/51589310,San Francisco MLS,421585854,N,Y,37.7988384,-122.4192514
MLS Listing,,Single Family Residential,425 Morse St,San Francisco,CA,94112,998000,4,2.0,San Francisco,1156,1875,1929,4,863,,Active,August-28-2021 02:00 PM,August-28-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/425-Morse-St-94112/home/796142,San Francisco MLS,421586783,N,Y,37.7121134,-122.4420305
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 4I,San Francisco,CA,94102,998000,2,2.0,San Francisco,912,,2021,4,1094,696,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-4I/home/176156598,San Francisco MLS,421586080,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,1590 Golden Gate Ave Unit B,San Francisco,CA,94115,1195000,2,2.0,San Francisco,1242,3300,1991,4,962,361,Active,August-26-2021 05:00 PM,August-26-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/1590-Golden-Gate-Ave-94115/unit-B/home/577276,San Francisco MLS,421586722,N,Y,37.77922,-122.43667
MLS Listing,,Single Family Residential,634 29th Ave,SAN FRANCISCO,CA,94121,1658000,3,2.0,SAN FRANCISCO,1745,2996,1914,4,950,,Active,August-28-2021 02:00 PM,August-28-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/634-29th-Ave-94121/home/617978,MLSListings,ML81859142,N,Y,37.7772867,-122.4886272
MLS Listing,,Vacant Land,6101 Geary Blvd,San Francisco,CA,94121,1528000,0,,San Francisco,,4850,,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/6101-Geary-Blvd-94121/home/176156355,San Francisco MLS,421584476,N,Y,37.7798154,-122.4849192
MLS Listing,,Condo/Co-op,264 Henry St,San Francisco,CA,94114,1395000,2,1.0,San Francisco,1250,4197,1905,4,1116,235,Active,August-24-2021 12:00 PM,August-24-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/264-Henry-St-94114/home/1857814,San Francisco MLS,421585949,N,Y,37.7666907,-122.4368895
MLS Listing,,Condo/Co-op,1451 Montgomery St #7,San Francisco,CA,94133,1099000,1,1.0,San Francisco,806,5378,1975,4,1364,823,Active,August-24-2021 09:00 AM,August-24-2021 10:30 AM,http://www.redfin.com/CA/San-Francisco/1451-Montgomery-St-94133/unit-7/home/539060,San Francisco MLS,421583236,N,Y,37.8026699,-122.4049528
MLS Listing,,Single Family Residential,2230 Larkin St,San Francisco,CA,94109,1995000,2,2.0,San Francisco,1660,1768,1922,4,1202,,Active,August-28-2021 11:00 AM,August-28-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2230-Larkin-St-94109/home/1707034,San Francisco MLS,421579268,N,Y,37.7985531,-122.4203907
MLS Listing,,Condo/Co-op,2856 Washington,San Francisco,CA,94115,1990000,3,2.0,Pacific Heights,1537,,1890,4,1295,400,Active,August-29-2021 02:00 PM,August-29-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/2856-Washington-St-94115/home/1920549,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40963811,N,Y,37.7910785,-122.4404204
MLS Listing,,Single Family Residential,751 38th Ave,San Francisco,CA,94121,1400000,3,2.0,San Francisco,1576,3088,1924,4,888,,Active,,,http://www.redfin.com/CA/San-Francisco/751-38th-Ave-94121/home/1041258,San Francisco MLS,421586277,N,Y,37.7746993,-122.4985301
MLS Listing,,Condo/Co-op,167 Pfeiffer St,San Francisco,CA,94133,995000,2,1.0,San Francisco,970,1059,1907,4,1026,275,Active,,,http://www.redfin.com/CA/San-Francisco/167-Pfeiffer-St-94133/home/538742,San Francisco MLS,421585551,N,Y,37.8046227,-122.4093935
MLS Listing,,Condo/Co-op,1933 - B Jones St,San Francisco,CA,94133,1195000,3,2.0,San Francisco,,3000,1924,4,,260,Active,August-24-2021 09:00 AM,August-24-2021 10:30 AM,http://www.redfin.com/CA/San-Francisco/1933-Jones-St-94133/home/28890456,San Francisco MLS,421566172,N,Y,37.7992161,-122.4159659
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 7C,San Francisco,CA,94102,918000,2,1.0,San Francisco,834,,2021,4,1101,596,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-7C/home/176155871,San Francisco MLS,421586081,N,Y,37.7808655,-122.4196054
MLS Listing,,Single Family Residential,1614 Diamond St,San Francisco,CA,94131,2725000,3,2.5,San Francisco,2021,2926,1910,4,1348,,Active,August-24-2021 12:00 PM,August-24-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/1614-Diamond-St-94131/home/1415955,San Francisco MLS,421585573,N,Y,37.7444799,-122.4359553
MLS Listing,,Condo/Co-op,2415 Van Ness Ave #603,San Francisco,CA,94109,658000,1,1.0,San Francisco,629,5520,1929,4,1046,650,Active,August-25-2021 05:00 PM,August-25-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/2415-Van-Ness-Ave-94109/unit-603/home/1078915,San Francisco MLS,421585869,N,Y,37.797885,-122.424243
MLS Listing,,Single Family Residential,516 Ramsell St,San Francisco,CA,94132,1259000,4,3.0,San Francisco,1780,2495,1927,4,707,,Active,August-24-2021 01:00 PM,August-24-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/516-Ramsell-St-94132/home/2037886,San Francisco MLS,421583067,N,Y,37.7200781,-122.466063
MLS Listing,,Single Family Residential,169 Putnam St,San Francisco,CA,94110,1395000,3,2.0,San Francisco,1320,1751,1959,4,1057,,Active,August-24-2021 02:00 PM,August-24-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/169-Putnam-St-94110/home/761119,San Francisco MLS,421583346,N,Y,37.7373087,-122.4108335
MLS Listing,,Condo/Co-op,971 Lombard St,San Francisco,CA,94133,1495000,2,1.0,San Francisco,1600,3780,1908,4,934,200,Active,,,http://www.redfin.com/CA/San-Francisco/971-Lombard-St-94133/home/1126043,San Francisco MLS,421586638,N,Y,37.8021525,-122.4174654
MLS Listing,,Multi-Family (5+ Unit),875 Broadway St,San Francisco,CA,94133,3800000,0,,San Francisco,5027,3919,1958,4,756,,Active,,,http://www.redfin.com/CA/San-Francisco/875-Broadway-94133/home/1355681,San Francisco MLS,421585846,N,Y,37.7969435,-122.4113756
MLS Listing,,Single Family Residential,2358 41st Ave,San Francisco,CA,94116,1095000,2,1.0,San Francisco,1176,3000,1955,4,931,,Active,,,http://www.redfin.com/CA/San-Francisco/2358-41st-Ave-94116/home/1246229,San Francisco MLS,421585432,N,Y,37.7427773,-122.4991367
MLS Listing,,Single Family Residential,50 Juanita Way,San Francisco,CA,94127,1500000,2,1.0,San Francisco,1125,3001,1937,4,1333,,Active,August-28-2021 02:00 PM,August-28-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/50-Juanita-Way-94127/home/1694231,San Francisco MLS,421565736,N,Y,37.7441208,-122.4525845
MLS Listing,,Single Family Residential,259 Madrid St,San Francisco,CA,94112,998888,3,3.0,San Francisco,,2500,1922,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/259-Madrid-St-94112/home/1158751,San Francisco MLS,421585879,N,Y,37.7252674,-122.42977
MLS Listing,,Single Family Residential,142 Brighton Ave,San Francisco,CA,94112,928000,5,1.0,San Francisco,1535,2896,1904,4,605,,Active,August-24-2021 01:00 PM,August-24-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/142-Brighton-Ave-94112/home/1195403,San Francisco MLS,421585863,N,Y,37.7208475,-122.4549419
MLS Listing,,Condo/Co-op,874 Lombard St,San Francisco,CA,94133,899000,2,1.0,San Francisco,,,1913,4,,,Active,August-24-2021 09:00 AM,August-24-2021 10:30 AM,http://www.redfin.com/CA/San-Francisco/874-Lombard-St-94133/home/544102,San Francisco MLS,421585478,N,Y,37.8026992,-122.4159224
MLS Listing,,Condo/Co-op,333 Beale St Unit 6E,San Francisco,CA,94105,1950000,2,2.0,San Francisco,1630,75406,2015,4,1196,1300,Active,,,http://www.redfin.com/CA/San-Francisco/333-Beale-St-94105/unit-6E/home/109464596,San Francisco MLS,421578462,N,Y,37.7884937,-122.3918797
MLS Listing,,Condo/Co-op,870 Harrison St #402,San Francisco,CA,94107,738000,1,1.0,San Francisco,,5843,2015,4,,650,Active,,,http://www.redfin.com/CA/San-Francisco/870-Harrison-St-94107/unit-402/home/109686951,San Francisco MLS,421563641,N,Y,37.7797695,-122.401375
MLS Listing,,Single Family Residential,1651 47th Ave,San Francisco,CA,94122,1100000,4,,San Francisco,1175,2996,1948,4,936,,Active,,,http://www.redfin.com/CA/San-Francisco/1651-47th-Ave-94122/home/2013160,BAREIS,421585379,N,Y,37.7556675,-122.5069507
MLS Listing,,Single Family Residential,121 Ortega St,San Francisco,CA,94122,1895000,3,2.5,San Francisco,1800,2495,1914,5,1053,,Active,August-29-2021 02:00 PM,August-29-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/121-Ortega-St-94122/home/1485464,San Francisco MLS,421583570,N,Y,37.752629,-122.465025
MLS Listing,,Condo/Co-op,199 New Montgomery St #509,SAN FRANCISCO,CA,94105,815000,1,1.0,SAN FRANCISCO,737,,2004,5,1106,584,Active,,,http://www.redfin.com/CA/San-Francisco/199-New-Montgomery-St-94105/unit-509/home/12401482,MLSListings,ML81859031,N,Y,37.7866287,-122.3991624
MLS Listing,,Condo/Co-op,650 Delancey St #107,San Francisco,CA,94107,1950000,2,2.0,San Francisco,1554,61922,1996,5,1255,693,Active,,,http://www.redfin.com/CA/San-Francisco/650-Delancey-St-94107/unit-107/home/12396309,San Francisco MLS,421585989,N,Y,37.7828055,-122.3896538
MLS Listing,,Single Family Residential,215 Shields St,San Francisco,CA,94132,988000,3,2.0,San Francisco,1912,2495,1961,5,517,,Active,,,http://www.redfin.com/CA/San-Francisco/215-Shields-St-94132/home/828616,San Francisco MLS,421586401,N,Y,37.717723,-122.4647915
MLS Listing,,Single Family Residential,1735 39th Ave,San Francisco,CA,94122,1095000,3,1.0,San Francisco,1009,2962,1943,5,1085,,Active,,,http://www.redfin.com/CA/San-Francisco/1735-39th-Ave-94122/home/1548402,San Francisco MLS,421586083,N,Y,37.7544631,-122.498222
MLS Listing,,Single Family Residential,1334 Visitacion Ave,San Francisco,CA,94132,999000,2,2.0,San Francisco,1103,1846,1942,5,906,,Active,,,http://www.redfin.com/CA/San-Francisco/1334-Visitacion-Ave-94134/home/1065510,San Francisco MLS,421585862,N,Y,37.7127938,-122.4121167
MLS Listing,,Condo/Co-op,456 Lake St,San Francisco,CA,94118,2995000,4,3.0,San Francisco,2941,2184,1912,5,1018,,Active,,,http://www.redfin.com/CA/San-Francisco/456-Lake-St-94118/home/1668518,San Francisco MLS,421569334,N,Y,37.786906,-122.464544
MLS Listing,,Single Family Residential,10 Apollo St,SAN FRANCISCO,CA,94124,899000,3,1.0,SAN FRANCISCO,952,2287,1945,5,944,,Active,August-28-2021 01:00 PM,August-28-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/10-Apollo-St-94124/home/748422,MLSListings,ML81858926,N,Y,37.7326389,-122.397359
MLS Listing,,Single Family Residential,65 Rebecca Ln,San Francisco,CA,94124,899000,2,2.0,San Francisco,1383,992,1992,5,650,65,Active,,,http://www.redfin.com/CA/San-Francisco/65-Rebecca-Ln-94124/home/743201,San Francisco MLS,421583579,N,Y,37.7380778,-122.3834015
MLS Listing,,Condo/Co-op,1967 Clay St,San Francisco,CA,94109,2295000,3,2.5,San Francisco,1935,3662,1938,5,1186,493,Active,August-24-2021 10:00 AM,August-24-2021 11:30 AM,http://www.redfin.com/CA/San-Francisco/1967-Clay-St-94109/home/12402120,San Francisco MLS,421585566,N,Y,37.791569,-122.425289
MLS Listing,,Multi-Family (5+ Unit),793 Clayton St,San Francisco,CA,94117,3150000,0,,San Francisco,6354,2616,1904,5,496,,Active,,,http://www.redfin.com/CA/San-Francisco/793-Clayton-St-94117/home/1128175,San Francisco MLS,421583861,N,Y,37.7671874,-122.4483355
MLS Listing,,Condo/Co-op,5800 3rd St #1315,San Francisco,CA,94124,669000,1,1.0,San Francisco,889,,2011,5,753,446,Active,,,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1315/home/40629110,San Francisco MLS,421585852,N,Y,37.7253452,-122.3948096
MLS Listing,,Condo/Co-op,1101 Pacific Ave #501,San Francisco,CA,94133,1890000,3,2.0,San Francisco,1458,4839,2000,5,1296,1165,Active,,,http://www.redfin.com/CA/San-Francisco/1101-Pacific-Ave-94133/unit-501/home/1537503,San Francisco MLS,421560570,N,Y,37.7959655,-122.4135828
MLS Listing,,Single Family Residential,23 5th Ave,San Francisco,CA,94118,4995000,5,3.0,San Francisco,3561,4200,1904,5,1403,,Active,,,http://www.redfin.com/CA/San-Francisco/23-5th-Ave-94118/home/607145,San Francisco MLS,421554153,N,Y,37.7882939,-122.4640839
MLS Listing,,Multi-Family (5+ Unit),1517 Waller St,San Francisco,CA,94117,2495000,0,,San Francisco,4500,2719,1907,6,554,,Active,,,http://www.redfin.com/CA/San-Francisco/1517-Waller-St-94117/home/2012905,San Francisco MLS,421585870,N,Y,37.7686549,-122.4488772
MLS Listing,,Condo/Co-op,1200 Gough St Unit 10C,San Francisco,CA,94109,799000,1,1.0,San Francisco,840,44676,1966,6,951,831,Active,,,http://www.redfin.com/CA/San-Francisco/1200-Gough-St-94109/unit-10C/home/1942338,San Francisco MLS,421585264,N,Y,37.7849434,-122.4242824
MLS Listing,,Single Family Residential,326 27th St,San Francisco,CA,94131,1200000,0,1.0,San Francisco,410,3419,1906,6,2927,,Active,,,http://www.redfin.com/CA/San-Francisco/326-27th-St-94131/home/1680721,San Francisco MLS,421585853,N,Y,37.7470157,-122.4277738
MLS Listing,,Condo/Co-op,5810 Mission St #409,San Francisco,CA,94112,819000,2,2.0,San Francisco,1125,20261,1998,6,728,659,Active,,,http://www.redfin.com/CA/San-Francisco/5810-Mission-St-94112/unit-409/home/1321517,San Francisco MLS,421585265,N,Y,37.7095133,-122.4515186
MLS Listing,,Condo/Co-op,49 Pearl St,San Francisco,CA,94103,1195000,2,1.5,San Francisco,,1840,1908,6,,260,Active,,,http://www.redfin.com/CA/San-Francisco/49-Pearl-St-94103/home/1097655,San Francisco MLS,421585425,N,Y,37.7705999,-122.4237171
MLS Listing,,Condo/Co-op,346 1st St #109,San Francisco,CA,94105,995000,2,2.0,San Francisco,1059,9938,1928,6,940,623,Active,,,http://www.redfin.com/CA/San-Francisco/346-1st-St-94105/unit-109/home/1971038,San Francisco MLS,421585767,N,Y,37.786486,-122.3940253
MLS Listing,,Condo/Co-op,453 Eureka St,San Francisco,CA,94114,2395000,3,2.5,San Francisco,2304,1406,1997,6,1039,,Active,August-24-2021 12:00 PM,August-24-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/453-Eureka-St-94114/home/1034265,San Francisco MLS,421585535,N,Y,37.755011,-122.437413
MLS Listing,,Single Family Residential,1910 Palou Ave,San Francisco,CA,94124,1388000,5,5.0,San Francisco,3206,2495,1900,6,433,,Active,,,http://www.redfin.com/CA/San-Francisco/1910-Palou-Ave-94124/home/745243,San Francisco MLS,421585753,N,Y,37.737507,-122.396598
MLS Listing,,Condo/Co-op,1360 Montgomery St #11,San Francisco,CA,94133,3499000,2,2.0,San Francisco,1550,,1936,6,2257,1172,Active,,,http://www.redfin.com/CA/San-Francisco/1360-Montgomery-St-94133/unit-11/home/1466173,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40963423,N,Y,37.8017784,-122.4044008
MLS Listing,,Single Family Residential,742 Avalon Ave,San Francisco,CA,94112,1288800,5,4.0,Excelsior,1780,2500,1950,6,724,,Active,August-28-2021 01:00 PM,August-28-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/742-Avalon-Ave-94112/home/1566546,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40963416,N,Y,37.7246339,-122.426364
MLS Listing,,Condo/Co-op,1979 Clay St,San Francisco,CA,94109,2700000,4,3.0,San Francisco,2718,3661,1938,7,993,475,Active,,,http://www.redfin.com/CA/San-Francisco/1979-Clay-St-94109/home/1585202,San Francisco MLS,421578001,N,Y,37.791545,-122.425483
MLS Listing,,Condo/Co-op,170 Pacific St #19,San Francisco,CA,94111,2198000,3,3.0,San Francisco,1993,89586,1986,7,1103,1178,Active,,,http://www.redfin.com/CA/San-Francisco/170-Pacific-Ave-94111/unit-19/home/102819197,San Francisco MLS,421584309,N,Y,37.798253,-122.399172
MLS Listing,,Condo/Co-op,490 Connecticut St #5,San Francisco,CA,94107,498000,0,1.0,San Francisco,,3746,1940,7,,160,Active,,,http://www.redfin.com/CA/San-Francisco/490-Connecticut-St-94107/unit-5/home/176132169,San Francisco MLS,421585609,N,Y,37.760116,-122.3974807
MLS Listing,,Condo/Co-op,490 Connecticut St #4,San Francisco,CA,94107,798000,1,1.0,San Francisco,,3746,1940,7,,300,Active,,,http://www.redfin.com/CA/San-Francisco/490-Connecticut-St-94107/unit-4/home/176132168,San Francisco MLS,421585508,N,Y,37.760116,-122.3974807
MLS Listing,,Condo/Co-op,195 7th St #102,San Francisco,CA,94103,455000,0,1.0,San Francisco,364,4500,,7,1250,395,Active,,,http://www.redfin.com/CA/San-Francisco/195-7th-St-94103/unit-102/home/719094,San Francisco MLS,421585586,N,Y,37.7783013,-122.4094944
MLS Listing,,Multi-Family (5+ Unit),2565 Washington St,San Francisco,CA,94115,3625000,3,3.0,San Francisco,6198,3188,1915,7,585,,Active,August-29-2021 02:00 PM,August-29-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2565-Washington-St-94115/home/1331335,San Francisco MLS,421583879,N,Y,37.7913488,-122.4353921
MLS Listing,,Condo/Co-op,1960 Broadway #5,San Francisco,CA,94109,4500000,3,3.0,San Francisco,2794,16839,1925,7,1611,3263,Active,,,http://www.redfin.com/CA/San-Francisco/1960-Broadway-94109/unit-005/home/12400820,San Francisco MLS,421529235,N,Y,37.795316,-122.42946
MLS Listing,,Multi-Family (5+ Unit),325 - 375 Castro St,San Francisco,CA,94114,2500000,0,,San Francisco,3300,1812,1900,7,758,,Active,,,http://www.redfin.com/CA/San-Francisco/325-Castro-St-94114/unit-375/home/146964607,San Francisco MLS,421585036,N,Y,37.7633604,-122.4350677
MLS Listing,,Condo/Co-op,225 Upper Ter,San Francisco,CA,94117,1049000,2,2.0,San Francisco,1005,1835,1962,7,1044,400,Active,,,http://www.redfin.com/CA/San-Francisco/225-Upper-Ter-94117/home/28939059,San Francisco MLS,421585438,N,Y,37.763154,-122.444579
MLS Listing,,Condo/Co-op,223 Upper Ter,San Francisco,CA,94117,1495000,3,2.0,San Francisco,1493,1835,1962,7,1001,600,Active,,,http://www.redfin.com/CA/San-Francisco/223-Upper-Ter-94117/home/934378,San Francisco MLS,421585428,N,Y,37.763154,-122.444579
